date;time;x;y;fx;fy
30/12/2022;11:44:44.695;120;-120;0;0
30/12/2022;11:44:44.742;120;-120;0;0
30/12/2022;11:44:44.805;120;-120;0;0
30/12/2022;11:44:44.867;120;-120;0;0
30/12/2022;11:44:44.930;120;-120;0;0
30/12/2022;11:44:44.992;120;-120;0;0
30/12/2022;11:44:45.055;120;-120;0;0
30/12/2022;11:44:45.117;120;-120;0;0
30/12/2022;11:44:45.180;120;-120;0;0
30/12/2022;11:44:45.242;120;-118;0;192
30/12/2022;11:44:45.305;120;-115;0;192
30/12/2022;11:44:45.367;120;-112;0;192
30/12/2022;11:44:45.430;120;-109;0;192
30/12/2022;11:44:45.492;120;-103;0;192
30/12/2022;11:44:45.555;120;-100;0;671
30/12/2022;11:44:45.617;120;-96;0;671
30/12/2022;11:44:45.680;120;-93;0;671
30/12/2022;11:44:45.742;120;-86;0;671
30/12/2022;11:44:45.805;120;-82;0;671
30/12/2022;11:44:45.867;120;-78;0;683
30/12/2022;11:44:45.930;120;-75;0;683
30/12/2022;11:44:45.992;120;-68;0;683
30/12/2022;11:44:46.055;120;-64;0;683
30/12/2022;11:44:46.117;120;-60;0;683
30/12/2022;11:44:46.180;120;-57;0;651
30/12/2022;11:44:46.242;120;-49;0;651
30/12/2022;11:44:46.305;120;-46;0;651
30/12/2022;11:44:46.367;120;-42;0;651
30/12/2022;11:44:46.430;120;-39;0;651
30/12/2022;11:44:46.492;120;-31;0;592
30/12/2022;11:44:46.555;120;-28;0;592
30/12/2022;11:44:46.617;120;-24;0;592
30/12/2022;11:44:46.680;120;-21;0;592
30/12/2022;11:44:46.742;120;-13;0;592
30/12/2022;11:44:46.805;120;-10;0;626
30/12/2022;11:44:46.867;120;-6;0;626
30/12/2022;11:44:46.930;120;-2;0;626
30/12/2022;11:44:46.992;120;4;0;626
30/12/2022;11:44:47.055;120;7;0;626
30/12/2022;11:44:47.118;120;11;0;612
30/12/2022;11:44:47.180;120;15;0;612
30/12/2022;11:44:47.242;120;22;0;612
30/12/2022;11:44:47.305;120;25;0;612
30/12/2022;11:44:47.367;120;29;0;612
30/12/2022;11:44:47.430;120;33;0;594
30/12/2022;11:44:47.493;120;40;0;594
30/12/2022;11:44:47.555;120;44;0;594
30/12/2022;11:44:47.618;120;47;0;594
30/12/2022;11:44:47.680;120;51;0;594
30/12/2022;11:44:47.743;120;58;0;587
30/12/2022;11:44:47.805;120;62;0;587
30/12/2022;11:44:47.868;120;65;0;587
30/12/2022;11:44:47.931;120;69;0;587
30/12/2022;11:44:47.993;120;76;0;552
30/12/2022;11:44:48.055;120;80;0;552
30/12/2022;11:44:48.117;120;83;0;552
30/12/2022;11:44:48.180;120;87;0;552
30/12/2022;11:44:48.243;120;94;0;552
30/12/2022;11:44:48.305;120;98;0;352
30/12/2022;11:44:48.367;120;102;0;352
30/12/2022;11:44:48.430;120;105;0;352
30/12/2022;11:44:48.492;120;113;0;352
30/12/2022;11:44:48.555;120;116;0;352
30/12/2022;11:44:48.617;120;120;0;0
30/12/2022;11:44:48.680;120;120;0;0
30/12/2022;11:44:48.742;120;120;0;0
30/12/2022;11:44:48.805;120;120;0;0
30/12/2022;11:44:48.867;120;120;0;0
30/12/2022;11:44:48.930;120;120;0;0
30/12/2022;11:44:48.992;120;120;0;0
30/12/2022;11:44:49.055;120;120;0;0
30/12/2022;11:44:49.117;120;120;0;0
30/12/2022;11:44:49.180;120;120;0;0
30/12/2022;11:44:49.242;120;120;0;0
30/12/2022;11:44:49.305;120;120;0;0
30/12/2022;11:44:49.367;120;120;0;0
30/12/2022;11:44:49.430;120;120;0;0
30/12/2022;11:44:49.492;120;120;0;0
30/12/2022;11:44:49.555;120;120;-40;0
30/12/2022;11:44:49.617;120;120;-40;0
30/12/2022;11:44:49.680;120;120;-40;-46
30/12/2022;11:44:49.743;120;120;-40;-46
30/12/2022;11:44:49.805;120;120;-40;-46
30/12/2022;11:44:49.867;120;120;-79;-46
